,,Corrections by Rashmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,Modern,Modern,Modern,Classic,Classic,Classic,Classic,Classic,Classic,Classic,Classic,Modern
SN,Cabinet Code,Cabinet Code,Zone Name,Zone Key,Family Key,Family Name,Variant Label,Inbuilt Drawers,Handed,P1,P2,P3,Material Type,Handle,Width,Height,Depth,Thickness,Construction,Mount,Tall?,Blind?,Low-depth?,Shutter Sqft,Finish,Carcass Net Sqft,# Panels,# Shutters,Side Spec,Design MD1,Design MD2,Design MD3,Design MD1CM1,Design MD1CM2,Design MD2CM1,Design MD2CM2,Design MD3CM1,Design MD3CM2,Design CL1,Design CL2,Design NEON20
,WC-AC-STD-ST-XXX-LHS-DSH-600-725-336-15,WC-AC-NHX-ST-XXX-LHS-DSH-600-725-336-15,WC,Wall,WDR,Wall Dish Rack,Single door (handed),—,LHS,WC,AC,STD,ST,NHX,600,725,336,15,fullsides,wall,No,No,No,4.68,ANY,11.116,3,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,WC-AC-STD-ST-XXX-RHS-DSH-600-725-336-15,WC-AC-NHX-ST-XXX-RHS-DSH-600-725-336-15,WC,Wall,WDR,Wall Dish Rack,Single door (handed),—,RHS,WC,AC,STD,ST,NHX,600,725,336,15,fullsides,wall,No,No,No,4.68,ANY,11.116,3,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,WC-AC-STD-ST-2SG-2HS-DSH-900-1085-336-15,WC-AC-NHX-ST-2SG-2HS-DSH-900-1085-336-15,WC,Wall,WDR,Wall Dish Rack,Double door,—,—,WC,AC,STD,ST,NHX,900,1085,336,15,fullsides,wall,No,No,No,10.51,ANY,20.295,3,2,2S 4H,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,WC-AC-STD-ST-XXX-2HS-DSH-900-725-336-15,WC-AC-NHX-ST-XXX-2HS-DSH-900-725-336-15,WC,Wall,WDR,Wall Dish Rack,Double door,—,—,WC,AC,STD,ST,NHX,900,725,336,15,fullsides,wall,No,No,No,7.02,ANY,14.335,3,2,2S 4H,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,WB-SH-STD-ST-3SG-LHS-XXX-900-1085-336-15,WB-SH-NHX-ST-3SG-LHS-XXX-900-1085-336-15,WB,Wall Blind,WST,Wall Stone Shutter,Single door (handed),—,LHS,WB,SH,STD,ST,NHX,900,1085,336,15,fullsides,wall,No,Yes,No,10.51,ANY,23.344,3,2,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,WB-SH-STD-ST-3SG-RHS-XXX-900-1085-336-15,WB-SH-NHX-ST-3SG-RHS-XXX-900-1085-336-15,WB,Wall Blind,WST,Wall Stone Shutter,Single door (handed),—,RHS,WB,SH,STD,ST,NHX,900,1085,336,15,fullsides,wall,No,Yes,No,10.51,ANY,23.344,3,2,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,WB-SH-STD-ST-1SG-LHS-XXX-900-725-336-15,WB-SH-NHX-ST-1SG-LHS-XXX-900-725-336-15,WB,Wall Blind,WST,Wall Stone Shutter,Single door (handed),—,LHS,WB,SH,STD,ST,NHX,900,725,336,15,fullsides,wall,No,Yes,No,7.02,ANY,17.501,3,2,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,WB-SH-STD-ST-1SG-RHS-XXX-900-725-336-15,WB-SH-NHX-ST-1SG-RHS-XXX-900-725-336-15,WB,Wall Blind,WST,Wall Stone Shutter,Single door (handed),—,RHS,WB,SH,STD,ST,NHX,900,725,336,15,fullsides,wall,No,Yes,No,7.02,ANY,17.501,3,2,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,TC-SH-STD-ST-6SX-LHS-XXX-450-2400-560-15,TC-SH-TTS-ST-6SX-LHS-XXX-450-2400-560-15,TC,Tall,SHF,Tall Shelf Stone (full shutter),Single door (handed),—,LHS,TC,SH,STD,ST,TTS,450,2400,560,15,fulltb,legs,Yes,No,No,11.62,ANY,57.522,5,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,TC-SH-STD-ST-6SX-RHS-XXX-450-2400-560-15,TC-SH-TTS-ST-6SX-RHS-XXX-450-2400-560-15,TC,Tall,SHF,Tall Shelf Stone (full shutter),Single door (handed),—,RHS,TC,SH,STD,ST,TTS,450,2400,560,15,fulltb,legs,Yes,No,No,11.62,ANY,57.522,5,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,TC-SH-STD-ST-6SX-LHS-XXX-450-2040-560-15,TC-SH-TTS-ST-5SX-LHS-XXX-450-2040-560-15,TC,Tall,SHF,Tall Shelf Stone (full shutter),Single door (handed),—,LHS,TC,SH,STD,ST,TTS,450,2040,560,15,fulltb,legs,Yes,No,No,9.88,ANY,51.686,5,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,TC-SH-STD-ST-6SX-RHS-XXX-450-2040-560-15,TC-SH-TTS-ST-5SX-RHS-XXX-450-2040-560-15,TC,Tall,SHF,Tall Shelf Stone (full shutter),Single door (handed),—,RHS,TC,SH,STD,ST,TTS,450,2040,560,15,fulltb,legs,Yes,No,No,9.88,ANY,51.686,5,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,TC-SH-STD-ST-6SX-LHS-XXX-600-2400-560-15,TC-SH-TTS-ST-6SX-LHS-XXX-600-2400-560-15,TC,Tall,SHF,Tall Shelf Stone (full shutter),Single door (handed),—,LHS,TC,SH,STD,ST,TTS,600,2400,560,15,fulltb,legs,Yes,No,No,15.50,ANY,68.101,5,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,TC-SH-STD-ST-6SX-RHS-XXX-600-2400-560-15,TC-SH-TTS-ST-6SX-RHS-XXX-600-2400-560-15,TC,Tall,SHF,Tall Shelf Stone (full shutter),Single door (handed),—,RHS,TC,SH,STD,ST,TTS,600,2400,560,15,fulltb,legs,Yes,No,No,15.50,ANY,68.101,5,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,TC-SH-STD-ST-6SX-LHS-XXX-600-2040-560-15,TC-SH-TTS-ST-5SX-LHS-XXX-600-2040-560-15,TC,Tall,SHF,Tall Shelf Stone (full shutter),Single door (handed),—,LHS,TC,SH,STD,ST,TTS,600,2040,560,15,fulltb,legs,Yes,No,No,13.17,ANY,61.684,5,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,TC-SH-STD-ST-6SX-RHS-XXX-600-2040-560-15,TC-SH-TTS-ST-5SX-RHS-XXX-600-2040-560-15,TC,Tall,SHF,Tall Shelf Stone (full shutter),Single door (handed),—,RHS,TC,SH,STD,ST,TTS,600,2040,560,15,fulltb,legs,Yes,No,No,13.17,ANY,61.684,5,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,TC-SH-STD-ST-6SX-2HS-XXX-900-2400-560-15,TC-SH-TTS-ST-6SX-2HS-XXX-900-2400-560-15,TC,Tall,SHF,Tall Shelf Stone (full shutter),Double door,—,—,TC,SH,STD,ST,TTS,900,2400,560,15,fulltb,legs,Yes,No,No,23.25,ANY,89.258,5,2,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,TC-SH-STD-ST-6SX-2HS-XXX-900-2040-560-15,TC-SH-TTS-ST-5SX-2HS-XXX-900-2040-560-15,TC,Tall,SHF,Tall Shelf Stone (full shutter),Double door,—,—,TC,SH,STD,ST,TTS,900,2040,560,15,fulltb,legs,Yes,No,No,19.76,ANY,81.679,5,2,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,TC-SH-STD-GL-6SG-LHS-XXX-450-2400-560-15,TC-SH-STD-GL-6SG-LHS-XXX-450-2400-560-15,TC,Tall,SHFG,Tall Shelf Glass (full shutter),Single door (handed),—,LHS,TC,SH,STD,GL,STD,450,2400,560,15,fulltb,legs,Yes,No,No,11.62,ANY,43.826,4,1,,No,No,No,No,No,No,No,No,No,Yes,No,Yes
,TC-SH-STD-GL-6SG-RHS-XXX-450-2400-560-15,TC-SH-STD-GL-6SG-RHS-XXX-450-2400-560-15,TC,Tall,SHFG,Tall Shelf Glass (full shutter),Single door (handed),—,RHS,TC,SH,STD,GL,STD,450,2400,560,15,fulltb,legs,Yes,No,No,11.62,ANY,43.826,4,1,,No,No,No,No,No,No,No,No,No,Yes,No,Yes
,TC-SH-STD-GL-6SG-LHS-XXX-450-2040-560-15,TC-SH-STD-GL-5SG-LHS-XXX-450-2040-560-15,TC,Tall,SHFG,Tall Shelf Glass (full shutter),Single door (handed),—,LHS,TC,SH,STD,GL,STD,450,2040,560,15,fulltb,legs,Yes,No,No,9.88,ANY,37.99,4,1,,No,No,No,No,No,No,No,No,No,Yes,No,Yes
,TC-SH-STD-GL-6SG-RHS-XXX-450-2040-560-15,TC-SH-STD-GL-5SG-RHS-XXX-450-2040-560-15,TC,Tall,SHFG,Tall Shelf Glass (full shutter),Single door (handed),—,RHS,TC,SH,STD,GL,STD,450,2040,560,15,fulltb,legs,Yes,No,No,9.88,ANY,37.99,4,1,,No,No,No,No,No,No,No,No,No,Yes,No,Yes
,TC-SH-STD-GL-6SG-LHS-XXX-600-2400-560-15,TC-SH-STD-GL-6SG-LHS-XXX-600-2400-560-15,TC,Tall,SHFG,Tall Shelf Glass (full shutter),Single door (handed),—,LHS,TC,SH,STD,GL,STD,600,2400,560,15,fulltb,legs,Yes,No,No,15.50,ANY,49.454,4,1,,No,No,No,No,No,No,No,No,No,Yes,No,Yes
,TC-SH-STD-GL-6SG-RHS-XXX-600-2400-560-15,TC-SH-STD-GL-6SG-RHS-XXX-600-2400-560-15,TC,Tall,SHFG,Tall Shelf Glass (full shutter),Single door (handed),—,RHS,TC,SH,STD,GL,STD,600,2400,560,15,fulltb,legs,Yes,No,No,15.50,ANY,49.454,4,1,,No,No,No,No,No,No,No,No,No,Yes,No,Yes
,TC-SH-STD-GL-6SG-LHS-XXX-600-2040-560-15,TC-SH-STD-GL-5SG-LHS-XXX-600-2040-560-15,TC,Tall,SHFG,Tall Shelf Glass (full shutter),Single door (handed),—,LHS,TC,SH,STD,GL,STD,600,2040,560,15,fulltb,legs,Yes,No,No,13.17,ANY,43.037,4,1,,No,No,No,No,No,No,No,No,No,Yes,No,Yes
,TC-SH-STD-GL-6SG-RHS-XXX-600-2040-560-15,TC-SH-STD-GL-5SG-RHS-XXX-600-2040-560-15,TC,Tall,SHFG,Tall Shelf Glass (full shutter),Single door (handed),—,RHS,TC,SH,STD,GL,STD,600,2040,560,15,fulltb,legs,Yes,No,No,13.17,ANY,43.037,4,1,,No,No,No,No,No,No,No,No,No,Yes,No,Yes
,TC-SH-STD-GL-6SG-2HS-XXX-900-2400-560-15,TC-SH-STD-GL-6SG-2HS-XXX-900-2400-560-15,TC,Tall,SHFG,Tall Shelf Glass (full shutter),Double door,—,—,TC,SH,STD,GL,STD,900,2400,560,15,fulltb,legs,Yes,No,No,23.25,ANY,60.711,4,2,,No,No,No,No,No,No,No,No,No,Yes,No,Yes
,TC-SH-STD-GL-6SG-2HS-XXX-900-2040-560-15,TC-SH-STD-GL-5SG-2HS-XXX-900-2040-560-15,TC,Tall,SHFG,Tall Shelf Glass (full shutter),Double door,—,—,TC,SH,STD,GL,STD,900,2040,560,15,fulltb,legs,Yes,No,No,19.76,ANY,53.132,4,2,,No,No,No,No,No,No,No,No,No,Yes,No,Yes
,TC-AP-STD-ST-3SX-1HB-LHS-600-2400-560-15,TC-MO-TTS-ST-3SX-1HB-LHS-600-2400-560-15,TC,Tall,APP,Tall Appliance + DW,#ERROR!,—,LHS,TC,MO,STD,ST,TTS,600,2400,560,15,fulltb,legs,Yes,No,No,15.50,ANY,66.553,9,2,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
,TC-AP-STD-ST-3SX-1HB-RHS-600-2400-560-15,TC-MO-TTS-ST-3SX-1HB-RHS-600-2400-560-15,TC,Tall,APP,Tall Appliance + DW,#ERROR!,—,RHS,TC,MO,STD,ST,TTS,600,2400,560,15,fulltb,legs,Yes,No,No,15.50,ANY,66.553,9,2,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
,TC-AP-STD-ST-1SX-1HB-LHS-600-2040-560-15,TC-MO-TTS-ST-1SX-1HB-LHS-600-2040-560-15,TC,Tall,APP,Tall Appliance + DW,#ERROR!,—,LHS,TC,MO,STD,ST,TTS,600,2040,560,15,fulltb,legs,Yes,No,No,13.17,ANY,53.92,9,2,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
,TC-AP-STD-ST-1SX-1HB-RHS-600-2040-560-15,TC-MO-TTS-ST-1SX-1HB-RHS-600-2040-560-15,TC,Tall,APP,Tall Appliance + DW,#ERROR!,—,RHS,TC,MO,STD,ST,TTS,600,2040,560,15,fulltb,legs,Yes,No,No,13.17,ANY,53.92,9,2,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
,TC-AP-STD-ST-3SX-2HB-LHS-600-2400-560-15,TC-CF-TTS-ST-3SX-2HB-LHS-600-2400-560-15,TC,Tall,APP,Tall Appliance + DW,#ERROR!,—,LHS,TC,CF,STD,ST,TTS,600,2400,560,15,fulltb,legs,Yes,No,No,15.50,ANY,69.727,9,3,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
,TC-AP-STD-ST-3SX-2HB-RHS-600-2400-560-15,TC- CF-TTS-ST-3SX-2HB-RHS-600-2400-560-15,TC,Tall,APP,Tall Appliance + DW,#ERROR!,—,RHS,TC,CF,STD,ST,TTS,600,2400,560,15,fulltb,legs,Yes,No,No,15.50,ANY,69.727,9,3,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
,TC-AP-STD-ST-1SX-2HB-LHS-600-2040-560-15,TC-CF-TTS-ST-1SX-2HB-LHS-600-2040-560-15,TC,Tall,APP,Tall Appliance + DW,#ERROR!,—,LHS,TC,CF,STD,ST,TTS,600,2040,560,15,fulltb,legs,Yes,No,No,13.17,ANY,57.095,9,3,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
,TC-AP-STD-ST-1SX-2HB-RHS-600-2040-560-15,TC-CF-TTS-ST-1SX-2HB-RHS-600-2040-560-15,TC,Tall,APP,Tall Appliance + DW,#ERROR!,—,RHS,TC,CF,STD,ST,TTS,600,2040,560,15,fulltb,legs,Yes,No,No,13.17,ANY,57.095,9,3,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
,,TC-MW-TTS-ST-3SX-2HB-LHS-600-2400-560-15,TC,Tall,APP,Tall Appliance + DW,,,LHS,TC,MW,STD,ST,TTS,600,2400,560,15,fulltb,legs,Yes,No,No,15.50,ANY,,,,,,,,,,,,,,,,
,,TC- MW-TTS-ST-3SX-2HB-RHS-600-2400-560-15,TC,Tall,APP,Tall Appliance + DW,,,RHS,TC,MW,STD,ST,TTS,600,2400,560,15,fulltb,legs,Yes,No,No,15.50,ANY,,,,,,,,,,,,,,,,
,,TC-MW-TTS-ST-1SX-2HB-LHS-600-2040-560-15,TC,Tall,APP,Tall Appliance + DW,,,LHS,TC,MW,STD,ST,TTS,600,2040,560,15,fulltb,legs,Yes,No,No,13.17,ANY,,,,,,,,,,,,,,,,
,,TC-MW--TTS-ST-1SX-2HB-RHS-600-2040-560-15,TC,Tall,APP,Tall Appliance + DW,,,RHS,TC,MW,STD,ST,TTS,600,2040,560,15,fulltb,legs,Yes,No,No,13.17,ANY,,,,,,,,,,,,,,,,
,,TC-OV-TTS-ST-3SX-2HB-LHS-600-2400-560-15,TC,Tall,APP,Tall Appliance + DW,,,LHS,TC,OV,STD,ST,TTS,600,2400,560,15,fulltb,legs,Yes,No,No,15.50,ANY,,,,,,,,,,,,,,,,
,,TC- OV-TTS-ST-3SX-2HB-RHS-600-2400-560-15,TC,Tall,APP,Tall Appliance + DW,,,RHS,TC,OV,STD,ST,TTS,600,2400,560,15,fulltb,legs,Yes,No,No,15.50,ANY,,,,,,,,,,,,,,,,
,,TC-OV-TTS-ST-1SX-2HB-LHS-600-2040-560-15,TC,Tall,APP,Tall Appliance + DW,,,LHS,TC,OV,STD,ST,TTS,600,2040,560,15,fulltb,legs,Yes,No,No,13.17,ANY,,,,,,,,,,,,,,,,
,,TC-OV--TTS-ST-1SX-2HB-RHS-600-2040-560-15,TC,Tall,APP,Tall Appliance + DW,,,RHS,TC,OV,STD,ST,TTS,600,2040,560,15,fulltb,legs,Yes,No,No,13.17,ANY,,,,,,,,,,,,,,,,
,TC-AC-STD-ST-1SX-LHS-TPT-600-2400-560-15,TC-AC-TTS-ST-1SX-LHS-TPT-600-2400-560-15,TC,Tall,PAN,Tall Tandem Pantry,Pantry (handed),—,LHS,TC,AC,STD,ST,TTS,600,2400,560,15,fulltb,legs,Yes,No,No,15.50,ANY,52.562,5,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,TC-AC-STD-ST-1SX-RHS-TPT-600-2400-560-15,TC-AC-TTS-ST-1SX-RHS-TPT-600-2400-560-15,TC,Tall,PAN,Tall Tandem Pantry,Pantry (handed),—,RHS,TC,AC,STD,ST,TTS,600,2400,560,15,fulltb,legs,Yes,No,No,15.50,ANY,52.562,5,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,TC-AC-STD-ST-1SX-LHS-TPT-600-2040-560-15,TC-AC-TTS-ST-XXX-LHS-TPT-600-2040-560-15,TC,Tall,PAN,Tall Tandem Pantry,Pantry (handed),—,LHS,TC,AC,STD,ST,TTS,600,2040,560,15,fulltb,legs,Yes,No,No,13.17,ANY,46.145,5,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,TC-AC-STD-ST-1SX-RHS-TPT-600-2040-560-15,TC-AC-TTS-ST-XXX-RHS-TPT-600-2040-560-15,TC,Tall,PAN,Tall Tandem Pantry,Pantry (handed),—,RHS,TC,AC,STD,ST,TTS,600,2040,560,15,fulltb,legs,Yes,No,No,13.17,ANY,46.145,5,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,TC-DW-STD-ST-1SX-LHS-5BD-600-2400-560-15,TC-DW-TTS-ST-2SX-LHS-5BD-600-2400-560-15,TC,Tall,DPN,Tall Drawer Pantry Stone,Drawer pantry (handed),—,LHS,TC,DW,STD,ST,TTS,600,2400,560,15,fulltb,legs,Yes,No,No,15.50,ANY,75.241,11,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,TC-DW-STD-ST-1SX-RHS-5BD-600-2400-560-15,TC-DW-TTS-ST-2SX-RHS-5BD-600-2400-560-15,TC,Tall,DPN,Tall Drawer Pantry Stone,Drawer pantry (handed),—,RHS,TC,DW,STD,ST,TTS,600,2400,560,15,fulltb,legs,Yes,No,No,15.50,ANY,75.241,11,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,TC-DW-STD-ST-1SX-LHS-5BD-600-2040-560-15,TC-DW-TTS-ST-1SX-LHS-5BD-600-2040-560-15,TC,Tall,DPN,Tall Drawer Pantry Stone,Drawer pantry (handed),—,LHS,TC,DW,STD,ST,TTS,600,2040,560,15,fulltb,legs,Yes,No,No,13.17,ANY,68.824,11,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,TC-DW-STD-ST-1SX-RHS-5BD-600-2040-560-15,TC-DW-TTS-ST-1SX-RHS-5BD-600-2040-560-15,TC,Tall,DPN,Tall Drawer Pantry Stone,Drawer pantry (handed),—,RHS,TC,DW,STD,ST,TTS,600,2040,560,15,fulltb,legs,Yes,No,No,13.17,ANY,68.824,11,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,TC-PO-STD-ST-2SX-LHS-4PO-600-2400-560-15,TC-PO-TTS-ST-2SX-LHS-4PO-600-2400-560-15,TC,Tall,PPN,Tall PO Shelf Pantry Stone,Pullout pantry (handed),—,LHS,TC,PO,STD,ST,TTS,600,2400,560,15,fulltb,legs,Yes,No,No,15.50,ANY,55.67,5,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,TC-PO-STD-ST-2SX-RHS-4PO-600-2400-560-15,TC-PO-TTS-ST-2SX-RHS-4PO-600-2400-560-15,TC,Tall,PPN,Tall PO Shelf Pantry Stone,Pullout pantry (handed),—,RHS,TC,PO,STD,ST,TTS,600,2400,560,15,fulltb,legs,Yes,No,No,15.50,ANY,55.67,5,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,TC-PO-STD-ST-2SX-LHS-4PO-600-2040-560-15,TC-PO-TTS-ST-1SX-LHS-4PO-600-2040-560-15,TC,Tall,PPN,Tall PO Shelf Pantry Stone,Pullout pantry (handed),—,LHS,TC,PO,STD,ST,TTS,600,2040,560,15,fulltb,legs,Yes,No,No,13.17,ANY,49.253,5,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,TC-PO-STD-ST-2SX-RHS-4PO-600-2040-560-15,TC-PO-TTS-ST-1SX-RHS-4PO-600-2040-560-15,TC,Tall,PPN,Tall PO Shelf Pantry Stone,Pullout pantry (handed),—,RHS,TC,PO,STD,ST,TTS,600,2040,560,15,fulltb,legs,Yes,No,No,13.17,ANY,49.253,5,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,TC-REF-STD-ST-1SX-LHS-XXX-600-2400-560-15,TC-REF-TTS-ST-1SX-LHS-XXX-600-2400-560-15,TC,Tall,REF,Tall Refrigerator,Fridge (handed),—,LHS,TC,REF,STD,ST,TTS,600,2400,560,15,fulltb,legs,Yes,No,No,15.49997094,ANY,44.679,6,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,TC-REF-STD-ST-1SX-RHS-XXX-600-2400-560-15,TC-REF-TTS-ST-1SX-RHS-XXX-600-2400-560-15,TC,Tall,REF,Tall Refrigerator,Fridge (handed),—,RHS,TC,REF,STD,ST,TTS,600,2400,560,15,fulltb,legs,Yes,No,No,15.49997094,ANY,44.679,6,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,TC-REF-STD-ST-1SX-LHS-XXX-600-2040-560-15,TC-REF-TTS-ST-XXX-LHS-XXX-600-2040-560-15,TC,Tall,REF,Tall Refrigerator,Fridge (handed),—,LHS,TC,REF,STD,ST,TTS,600,2040,560,15,fulltb,legs,Yes,No,No,13.17,ANY,30.816,3,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,TC-REF-STD-ST-1SX-RHS-XXX-600-2040-560-15,TC-REF-TTS-ST-XXX-RHS-XXX-600-2040-560-15,TC,Tall,REF,Tall Refrigerator,Fridge (handed),—,RHS,TC,REF,STD,ST,TTS,600,2040,560,15,fulltb,legs,Yes,No,No,13.17,ANY,30.816,3,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,TB-SH-STD-ST-6SX-LHS-XXX-1150-2400-560-15,TB-SH-TTS-ST-6SX-LHS-XXX-1150-2400-560-15,TB,Tall Blind,BLND,Tall Blind Stone Shelf,Blind shelf (handed),—,LHS,TB,SH,STD,ST,TTS,1150,2400,560,15,fulltb,legs,Yes,Yes,No,29.71,ANY,106.889,5,2,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,TB-SH-STD-ST-6SX-RHS-XXX-1150-2400-560-15,TB-SH-TTS-ST-6SX-RHS-XXX-1150-2400-560-15,TB,Tall Blind,BLND,Tall Blind Stone Shelf,Blind shelf (handed),—,RHS,TB,SH,STD,ST,TTS,1150,2400,560,15,fulltb,legs,Yes,Yes,No,29.71,ANY,106.889,5,2,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,TB-SH-STD-ST-6SX-LHS-XXX-1150-2040-560-15,TB-SH-TTS-ST-5SX-LHS-XXX-1150-2040-560-15,TB,Tall Blind,BLND,Tall Blind Stone Shelf,Blind shelf (handed),—,LHS,TB,SH,STD,ST,TTS,1150,2040,560,15,fulltb,legs,Yes,Yes,No,25.25,ANY,98.341,5,2,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,TB-SH-STD-ST-6SX-RHS-XXX-1150-2040-560-15,TB-SH-TTS-ST-5SX-RHS-XXX-1150-2040-560-15,TB,Tall Blind,BLND,Tall Blind Stone Shelf,Blind shelf (handed),—,RHS,TB,SH,STD,ST,TTS,1150,2040,560,15,fulltb,legs,Yes,Yes,No,25.25,ANY,98.341,5,2,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,TCL-SH-STD-ST-6SX-LHS-XXX-450-2400-336-15,TCL-SH-TTS-ST-6SX-LHS-XXX-450-2400-336-15,TCL,Tall — Low Depth,LOWS,Tall Shelf Stone (Low),Shelf low (handed),—,LHS,TCL,SH,STD,ST,TTS,450,2400,336,15,fulltb,legs,Yes,No,Yes,11.62,ANY,37.919,5,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,TCL-SH-STD-ST-6SX-RHS-XXX-450-2400-336-15,TCL-SH-TTS-ST-6SX-RHS-XXX-450-2400-336-15,TCL,Tall — Low Depth,LOWS,Tall Shelf Stone (Low),Shelf low (handed),—,RHS,TCL,SH,STD,ST,TTS,450,2400,336,15,fulltb,legs,Yes,No,Yes,11.62,ANY,37.919,5,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,TCL-SH-STD-ST-6SX-LHS-XXX-450-2040-336-15,TCL-SH-TTS-ST-5SX-LHS-XXX-450-2040-336-15,TCL,Tall — Low Depth,LOWS,Tall Shelf Stone (Low),Shelf low (handed),—,LHS,TCL,SH,STD,ST,TTS,450,2040,336,15,fulltb,legs,Yes,No,Yes,9.88,ANY,33.82,5,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,TCL-SH-STD-ST-6SX-RHS-XXX-450-2040-336-15,TCL-SH-TTS-ST-5SX-RHS-XXX-450-2040-336-15,TCL,Tall — Low Depth,LOWS,Tall Shelf Stone (Low),Shelf low (handed),—,RHS,TCL,SH,STD,ST,TTS,450,2040,336,15,fulltb,legs,Yes,No,Yes,9.88,ANY,33.82,5,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
